Time;Source;Event
2021-07-01 00:00:00;fridge operation;START
2021-07-01 00:00:00;REFRIGERATOR;ON
2021-07-01 00:13:42;REFRIGERATOR;OFF
2021-07-01 00:13:42;fridge operation;END
2021-07-01 00:54:45;fridge operation;START
2021-07-01 00:54:45;REFRIGERATOR;ON
2021-07-01 01:08:27;REFRIGERATOR;OFF
2021-07-01 01:08:27;fridge operation;END
2021-07-01 01:41:15;fridge operation;START
2021-07-01 01:41:15;REFRIGERATOR;ON
2021-07-01 01:54:57;REFRIGERATOR;OFF
2021-07-01 01:54:57;fridge operation;END
2021-07-01 02:30:30;fridge operation;START
2021-07-01 02:30:30;REFRIGERATOR;ON
2021-07-01 02:44:12;REFRIGERATOR;OFF
2021-07-01 02:44:12;fridge operation;END
2021-07-01 03:24:07;fridge operation;START
2021-07-01 03:24:07;REFRIGERATOR;ON
2021-07-01 03:37:49;REFRIGERATOR;OFF
2021-07-01 03:37:49;fridge operation;END
2021-07-01 04:48:34;fridge operation;START
2021-07-01 04:48:34;REFRIGERATOR;ON
2021-07-01 05:02:16;REFRIGERATOR;OFF
2021-07-01 05:02:16;fridge operation;END
2021-07-01 05:30:39;fridge operation;START
2021-07-01 05:30:39;REFRIGERATOR;ON
2021-07-01 05:44:21;REFRIGERATOR;OFF
2021-07-01 05:44:21;fridge operation;END
2021-07-01 06:33:25;fridge operation;START
2021-07-01 06:33:25;REFRIGERATOR;ON
2021-07-01 06:47:07;REFRIGERATOR;OFF
2021-07-01 06:47:07;fridge operation;END
2021-07-01 07:46:01;fridge operation;START
2021-07-01 07:46:01;REFRIGERATOR;ON
2021-07-01 07:59:43;REFRIGERATOR;OFF
2021-07-01 07:59:43;fridge operation;END
2021-07-01 08:44:03;fridge operation;START
2021-07-01 08:44:03;REFRIGERATOR;ON
2021-07-01 08:57:45;REFRIGERATOR;OFF
2021-07-01 08:57:45;fridge operation;END
2021-07-01 09:44:51;fridge operation;START
2021-07-01 09:44:51;REFRIGERATOR;ON
2021-07-01 09:58:33;REFRIGERATOR;OFF
2021-07-01 09:58:33;fridge operation;END
2021-07-01 10:26:09;fridge operation;START
2021-07-01 10:26:09;REFRIGERATOR;ON
2021-07-01 10:39:51;REFRIGERATOR;OFF
2021-07-01 10:39:51;fridge operation;END
2021-07-01 11:27:53;fridge operation;START
2021-07-01 11:27:53;REFRIGERATOR;ON
2021-07-01 11:41:35;REFRIGERATOR;OFF
2021-07-01 11:41:35;fridge operation;END
2021-07-01 12:43:18;fridge operation;START
2021-07-01 12:43:18;REFRIGERATOR;ON
2021-07-01 12:57:00;REFRIGERATOR;OFF
2021-07-01 12:57:00;fridge operation;END
2021-07-01 13:43:21;fridge operation;START
2021-07-01 13:43:21;REFRIGERATOR;ON
2021-07-01 13:57:03;REFRIGERATOR;OFF
2021-07-01 13:57:03;fridge operation;END
2021-07-01 14:16:23;vacuuming;START
2021-07-01 14:16:23;VACUUMCLEANER;ON
2021-07-01 14:16:43;fridge operation;START
2021-07-01 14:16:43;REFRIGERATOR;ON
2021-07-01 14:28:23;VACUUMCLEANER;OFF
2021-07-01 14:28:23;vacuuming;END
2021-07-01 14:30:25;REFRIGERATOR;OFF
2021-07-01 14:30:25;fridge operation;END
2021-07-01 15:17:08;watching TV;START
2021-07-01 15:17:08;TV;ON
2021-07-01 15:24:14;vacuuming;START
2021-07-01 15:24:14;VACUUMCLEANER;ON
2021-07-01 15:33:08;fridge operation;START
2021-07-01 15:33:08;REFRIGERATOR;ON
2021-07-01 15:36:14;VACUUMCLEANER;OFF
2021-07-01 15:36:14;vacuuming;END
2021-07-01 15:46:50;REFRIGERATOR;OFF
2021-07-01 15:46:50;fridge operation;END
2021-07-01 16:42:12;fridge operation;START
2021-07-01 16:42:12;REFRIGERATOR;ON
2021-07-01 16:54:19;TV;OFF
2021-07-01 16:54:20;TV;ON
2021-07-01 16:55:54;REFRIGERATOR;OFF
2021-07-01 16:55:54;fridge operation;END
2021-07-01 16:57:49;use a personal computer;START
2021-07-01 16:57:49;PC;ON
2021-07-01 17:14:33;TV;OFF
2021-07-01 17:14:33;watching TV;END
2021-07-01 17:14:34;use a personal computer;START
2021-07-01 17:14:34;PC;ON
2021-07-01 18:00:13;fridge operation;START
2021-07-01 18:00:13;REFRIGERATOR;ON
2021-07-01 18:13:08;PC;OFF
2021-07-01 18:13:08;use a personal computer;END
2021-07-01 18:13:55;REFRIGERATOR;OFF
2021-07-01 18:13:55;fridge operation;END
2021-07-01 18:15:28;dishwasher operation;START
2021-07-01 18:15:34;DISHWASHER;ON
2021-07-01 18:29:53;PC;OFF
2021-07-01 18:29:53;use a personal computer;END
2021-07-01 18:34:21;dishwasher operation;START
2021-07-01 18:34:31;DISHWASHER;ON
2021-07-01 18:46:46;washing a load of laundry;START
2021-07-01 18:47:01;WASHINGMACHINE;ON
2021-07-01 19:12:38;fridge operation;START
2021-07-01 19:12:38;REFRIGERATOR;ON
2021-07-01 19:22:50;DISHWASHER;OFF
2021-07-01 19:22:50;dishwasher operation;END
2021-07-01 19:26:20;REFRIGERATOR;OFF
2021-07-01 19:26:20;fridge operation;END
2021-07-01 19:33:06;use a personal computer;START
2021-07-01 19:33:06;PC;ON
2021-07-01 19:39:50;use a personal computer;START
2021-07-01 19:39:50;PC;ON
2021-07-01 19:41:47;DISHWASHER;OFF
2021-07-01 19:41:47;dishwasher operation;END
2021-07-01 20:22:48;fridge operation;START
2021-07-01 20:22:48;REFRIGERATOR;ON
2021-07-01 20:36:30;REFRIGERATOR;OFF
2021-07-01 20:36:30;fridge operation;END
2021-07-01 20:48:25;PC;OFF
2021-07-01 20:48:25;use a personal computer;END
2021-07-01 20:55:09;PC;OFF
2021-07-01 20:55:09;use a personal computer;END
2021-07-01 21:00:10;fridge operation;START
2021-07-01 21:00:10;REFRIGERATOR;ON
2021-07-01 21:13:52;REFRIGERATOR;OFF
2021-07-01 21:13:52;fridge operation;END
2021-07-01 21:34:21;watching TV;START
2021-07-01 21:34:21;TV;ON
2021-07-01 21:57:28;WASHINGMACHINE;OFF
2021-07-01 21:57:28;washing a load of laundry;END
2021-07-01 22:09:13;fridge operation;START
2021-07-01 22:09:13;REFRIGERATOR;ON
2021-07-01 22:13:20;TV;OFF
2021-07-01 22:13:21;TV;ON
2021-07-01 22:22:55;REFRIGERATOR;OFF
2021-07-01 22:22:55;fridge operation;END
2021-07-01 22:29:05;TV;OFF
2021-07-01 22:29:05;watching TV;END
2021-07-01 22:53:04;fridge operation;START
2021-07-01 22:53:04;REFRIGERATOR;ON
2021-07-01 23:06:46;REFRIGERATOR;OFF
2021-07-01 23:06:46;fridge operation;END
2021-07-02 00:03:39;fridge operation;START
2021-07-02 00:03:39;REFRIGERATOR;ON
2021-07-02 00:17:21;REFRIGERATOR;OFF
2021-07-02 00:17:21;fridge operation;END
2021-07-02 00:59:45;fridge operation;START
2021-07-02 00:59:45;REFRIGERATOR;ON
2021-07-02 01:13:27;REFRIGERATOR;OFF
2021-07-02 01:13:27;fridge operation;END
2021-07-02 02:03:01;fridge operation;START
2021-07-02 02:03:01;REFRIGERATOR;ON
2021-07-02 02:16:43;REFRIGERATOR;OFF
2021-07-02 02:16:43;fridge operation;END
2021-07-02 02:57:46;fridge operation;START
2021-07-02 02:57:46;REFRIGERATOR;ON
2021-07-02 03:11:28;REFRIGERATOR;OFF
2021-07-02 03:11:28;fridge operation;END
2021-07-02 03:57:29;fridge operation;START
2021-07-02 03:57:29;REFRIGERATOR;ON
2021-07-02 04:11:11;REFRIGERATOR;OFF
2021-07-02 04:11:11;fridge operation;END
2021-07-02 04:30:29;fridge operation;START
2021-07-02 04:30:29;REFRIGERATOR;ON
2021-07-02 04:44:11;REFRIGERATOR;OFF
2021-07-02 04:44:11;fridge operation;END
2021-07-02 05:19:38;fridge operation;START
2021-07-02 05:19:38;REFRIGERATOR;ON
2021-07-02 05:33:20;REFRIGERATOR;OFF
2021-07-02 05:33:20;fridge operation;END
2021-07-02 06:27:13;fridge operation;START
2021-07-02 06:27:13;REFRIGERATOR;ON
2021-07-02 06:40:55;REFRIGERATOR;OFF
2021-07-02 06:40:55;fridge operation;END
2021-07-02 07:10:53;fridge operation;START
2021-07-02 07:10:53;REFRIGERATOR;ON
2021-07-02 07:24:35;REFRIGERATOR;OFF
2021-07-02 07:24:35;fridge operation;END
2021-07-02 08:07:07;fridge operation;START
2021-07-02 08:07:07;REFRIGERATOR;ON
2021-07-02 08:20:49;REFRIGERATOR;OFF
2021-07-02 08:20:49;fridge operation;END
2021-07-02 09:03:59;fridge operation;START
2021-07-02 09:03:59;REFRIGERATOR;ON
2021-07-02 09:17:41;REFRIGERATOR;OFF
2021-07-02 09:17:41;fridge operation;END
2021-07-02 09:54:17;fridge operation;START
2021-07-02 09:54:17;REFRIGERATOR;ON
2021-07-02 10:07:59;REFRIGERATOR;OFF
2021-07-02 10:07:59;fridge operation;END
2021-07-02 10:54:22;fridge operation;START
2021-07-02 10:54:22;REFRIGERATOR;ON
2021-07-02 11:08:04;REFRIGERATOR;OFF
2021-07-02 11:08:04;fridge operation;END
2021-07-02 12:13:49;fridge operation;START
2021-07-02 12:13:49;REFRIGERATOR;ON
2021-07-02 12:27:31;REFRIGERATOR;OFF
2021-07-02 12:27:31;fridge operation;END
2021-07-02 13:18:11;fridge operation;START
2021-07-02 13:18:11;REFRIGERATOR;ON
2021-07-02 13:31:53;REFRIGERATOR;OFF
2021-07-02 13:31:53;fridge operation;END
2021-07-02 14:14:43;fridge operation;START
2021-07-02 14:14:43;REFRIGERATOR;ON
2021-07-02 14:28:25;REFRIGERATOR;OFF
2021-07-02 14:28:25;fridge operation;END
2021-07-02 15:21:30;fridge operation;START
2021-07-02 15:21:30;REFRIGERATOR;ON
2021-07-02 15:35:12;REFRIGERATOR;OFF
2021-07-02 15:35:12;fridge operation;END
2021-07-02 15:39:52;use a personal computer;START
2021-07-02 15:39:52;PC;ON
2021-07-02 15:42:12;watching TV;START
2021-07-02 15:42:12;TV;ON
2021-07-02 16:13:21;fridge operation;START
2021-07-02 16:13:21;REFRIGERATOR;ON
2021-07-02 16:16:16;TV;OFF
2021-07-02 16:16:17;TV;ON
2021-07-02 16:27:03;REFRIGERATOR;OFF
2021-07-02 16:27:03;fridge operation;END
2021-07-02 16:39:21;TV;OFF
2021-07-02 16:39:21;watching TV;END
2021-07-02 16:39:22;watching TV;START
2021-07-02 16:39:22;TV;ON
2021-07-02 16:55:11;PC;OFF
2021-07-02 16:55:11;use a personal computer;END
2021-07-02 17:04:00;fridge operation;START
2021-07-02 17:04:00;REFRIGERATOR;ON
2021-07-02 17:17:42;REFRIGERATOR;OFF
2021-07-02 17:17:42;fridge operation;END
2021-07-02 17:26:34;use a personal computer;START
2021-07-02 17:26:34;PC;ON
2021-07-02 17:33:10;TV;OFF
2021-07-02 17:33:11;TV;ON
2021-07-02 17:41:42;fridge operation;START
2021-07-02 17:41:42;REFRIGERATOR;ON
2021-07-02 17:51:49;TV;OFF
2021-07-02 17:51:49;watching TV;END
2021-07-02 17:55:24;REFRIGERATOR;OFF
2021-07-02 17:55:24;fridge operation;END
2021-07-02 18:21:09;fridge operation;START
2021-07-02 18:21:09;REFRIGERATOR;ON
2021-07-02 18:34:51;REFRIGERATOR;OFF
2021-07-02 18:34:51;fridge operation;END
2021-07-02 18:41:53;PC;OFF
2021-07-02 18:41:53;use a personal computer;END
2021-07-02 18:48:54;vacuuming;START
2021-07-02 18:48:54;VACUUMCLEANER;ON
2021-07-02 19:00:54;VACUUMCLEANER;OFF
2021-07-02 19:00:54;vacuuming;END
2021-07-02 19:39:53;fridge operation;START
2021-07-02 19:39:53;REFRIGERATOR;ON
2021-07-02 19:53:35;REFRIGERATOR;OFF
2021-07-02 19:53:35;fridge operation;END
2021-07-02 20:44:28;fridge operation;START
2021-07-02 20:44:28;REFRIGERATOR;ON
2021-07-02 20:58:10;REFRIGERATOR;OFF
2021-07-02 20:58:10;fridge operation;END
2021-07-02 21:17:06;fridge operation;START
2021-07-02 21:17:06;REFRIGERATOR;ON
2021-07-02 21:30:48;REFRIGERATOR;OFF
2021-07-02 21:30:48;fridge operation;END
2021-07-02 22:01:40;fridge operation;START
2021-07-02 22:01:40;REFRIGERATOR;ON
2021-07-02 22:15:22;REFRIGERATOR;OFF
2021-07-02 22:15:22;fridge operation;END
2021-07-03 00:00:00;fridge operation;START
2021-07-03 00:00:00;REFRIGERATOR;ON
2021-07-03 00:13:42;REFRIGERATOR;OFF
2021-07-03 00:13:42;fridge operation;END
2021-07-03 00:36:44;fridge operation;START
2021-07-03 00:36:44;REFRIGERATOR;ON
2021-07-03 00:50:26;REFRIGERATOR;OFF
2021-07-03 00:50:26;fridge operation;END
2021-07-03 02:12:07;fridge operation;START
2021-07-03 02:12:07;REFRIGERATOR;ON
2021-07-03 02:25:49;REFRIGERATOR;OFF
2021-07-03 02:25:49;fridge operation;END
2021-07-03 03:32:14;fridge operation;START
2021-07-03 03:32:14;REFRIGERATOR;ON
2021-07-03 03:45:56;REFRIGERATOR;OFF
2021-07-03 03:45:56;fridge operation;END
2021-07-03 05:03:19;fridge operation;START
2021-07-03 05:03:19;REFRIGERATOR;ON
2021-07-03 05:17:01;REFRIGERATOR;OFF
2021-07-03 05:17:01;fridge operation;END
2021-07-03 05:47:03;fridge operation;START
2021-07-03 05:47:03;REFRIGERATOR;ON
2021-07-03 06:00:45;REFRIGERATOR;OFF
2021-07-03 06:00:45;fridge operation;END
2021-07-03 06:30:05;fridge operation;START
2021-07-03 06:30:05;REFRIGERATOR;ON
2021-07-03 06:43:47;REFRIGERATOR;OFF
2021-07-03 06:43:47;fridge operation;END
2021-07-03 07:30:22;fridge operation;START
2021-07-03 07:30:22;REFRIGERATOR;ON
2021-07-03 07:44:04;REFRIGERATOR;OFF
2021-07-03 07:44:04;fridge operation;END
2021-07-03 08:50:07;fridge operation;START
2021-07-03 08:50:07;REFRIGERATOR;ON
2021-07-03 09:03:49;REFRIGERATOR;OFF
2021-07-03 09:03:49;fridge operation;END
2021-07-03 09:59:31;fridge operation;START
2021-07-03 09:59:31;REFRIGERATOR;ON
2021-07-03 10:13:13;REFRIGERATOR;OFF
2021-07-03 10:13:13;fridge operation;END
2021-07-03 10:59:35;fridge operation;START
2021-07-03 10:59:35;REFRIGERATOR;ON
2021-07-03 11:13:17;REFRIGERATOR;OFF
2021-07-03 11:13:17;fridge operation;END
2021-07-03 11:59:30;fridge operation;START
2021-07-03 11:59:30;REFRIGERATOR;ON
2021-07-03 12:13:12;REFRIGERATOR;OFF
2021-07-03 12:13:12;fridge operation;END
2021-07-03 13:00:06;fridge operation;START
2021-07-03 13:00:06;REFRIGERATOR;ON
2021-07-03 13:13:48;REFRIGERATOR;OFF
2021-07-03 13:13:48;fridge operation;END
2021-07-03 13:51:51;fridge operation;START
2021-07-03 13:51:51;REFRIGERATOR;ON
2021-07-03 14:05:33;REFRIGERATOR;OFF
2021-07-03 14:05:33;fridge operation;END
2021-07-03 14:37:51;dishwasher operation;START
2021-07-03 14:38:00;DISHWASHER;ON
2021-07-03 14:42:09;fridge operation;START
2021-07-03 14:42:09;REFRIGERATOR;ON
2021-07-03 14:48:45;use a personal computer;START
2021-07-03 14:48:45;PC;ON
2021-07-03 14:55:51;REFRIGERATOR;OFF
2021-07-03 14:55:51;fridge operation;END
2021-07-03 15:20:26;use a personal computer;START
2021-07-03 15:20:26;PC;ON
2021-07-03 15:34:16;fridge operation;START
2021-07-03 15:34:16;REFRIGERATOR;ON
2021-07-03 15:45:16;DISHWASHER;OFF
2021-07-03 15:45:16;dishwasher operation;END
2021-07-03 15:47:58;REFRIGERATOR;OFF
2021-07-03 15:47:58;fridge operation;END
2021-07-03 16:04:04;PC;OFF
2021-07-03 16:04:04;use a personal computer;END
2021-07-03 16:06:30;watching TV;START
2021-07-03 16:06:30;TV;ON
2021-07-03 16:21:22;fridge operation;START
2021-07-03 16:21:22;REFRIGERATOR;ON
2021-07-03 16:35:04;REFRIGERATOR;OFF
2021-07-03 16:35:04;fridge operation;END
2021-07-03 16:35:45;PC;OFF
2021-07-03 16:35:45;use a personal computer;END
2021-07-03 16:36:58;watching TV;START
2021-07-03 16:36:58;TV;ON
2021-07-03 16:58:53;TV;OFF
2021-07-03 16:58:54;TV;ON
2021-07-03 17:12:14;fridge operation;START
2021-07-03 17:12:14;REFRIGERATOR;ON
2021-07-03 17:25:56;REFRIGERATOR;OFF
2021-07-03 17:25:56;fridge operation;END
2021-07-03 17:26:18;TV;OFF
2021-07-03 17:26:18;watching TV;END
2021-07-03 18:09:46;fridge operation;START
2021-07-03 18:09:46;REFRIGERATOR;ON
2021-07-03 18:23:28;REFRIGERATOR;OFF
2021-07-03 18:23:28;fridge operation;END
2021-07-03 18:31:25;TV;OFF
2021-07-03 18:31:26;TV;ON
2021-07-03 18:51:50;TV;OFF
2021-07-03 18:51:50;watching TV;END
2021-07-03 19:22:27;fridge operation;START
2021-07-03 19:22:27;REFRIGERATOR;ON
2021-07-03 19:36:09;REFRIGERATOR;OFF
2021-07-03 19:36:09;fridge operation;END
2021-07-03 19:45:58;use a personal computer;START
2021-07-03 19:45:58;PC;ON
2021-07-03 19:53:52;dishwasher operation;START
2021-07-03 19:54:02;DISHWASHER;ON
2021-07-03 20:18:50;fridge operation;START
2021-07-03 20:18:50;REFRIGERATOR;ON
2021-07-03 20:24:11;use a personal computer;START
2021-07-03 20:24:11;PC;ON
2021-07-03 20:32:32;REFRIGERATOR;OFF
2021-07-03 20:32:32;fridge operation;END
2021-07-03 21:01:17;PC;OFF
2021-07-03 21:01:17;use a personal computer;END
2021-07-03 21:01:18;DISHWASHER;OFF
2021-07-03 21:01:18;dishwasher operation;END
2021-07-03 21:11:17;watching TV;START
2021-07-03 21:11:17;TV;ON
2021-07-03 21:20:34;fridge operation;START
2021-07-03 21:20:34;REFRIGERATOR;ON
2021-07-03 21:34:16;REFRIGERATOR;OFF
2021-07-03 21:34:16;fridge operation;END
2021-07-03 21:39:30;PC;OFF
2021-07-03 21:39:30;use a personal computer;END
2021-07-03 22:24:27;fridge operation;START
2021-07-03 22:24:27;REFRIGERATOR;ON
2021-07-03 22:31:24;watching TV;START
2021-07-03 22:31:24;TV;ON
2021-07-03 22:38:09;REFRIGERATOR;OFF
2021-07-03 22:38:09;fridge operation;END
2021-07-03 23:04:05;TV;OFF
2021-07-03 23:04:06;TV;ON
2021-07-03 23:07:50;fridge operation;START
2021-07-03 23:07:50;REFRIGERATOR;ON
2021-07-03 23:21:32;REFRIGERATOR;OFF
2021-07-03 23:21:32;fridge operation;END
2021-07-03 23:23:51;TV;OFF
2021-07-03 23:23:51;watching TV;END
2021-07-03 23:58:53;TV;OFF
2021-07-03 23:58:53;watching TV;END
2021-07-04 00:01:41;fridge operation;START
2021-07-04 00:01:41;REFRIGERATOR;ON
2021-07-04 00:15:23;REFRIGERATOR;OFF
2021-07-04 00:15:23;fridge operation;END
2021-07-04 00:51:43;fridge operation;START
2021-07-04 00:51:43;REFRIGERATOR;ON
2021-07-04 01:05:25;REFRIGERATOR;OFF
2021-07-04 01:05:25;fridge operation;END
2021-07-04 01:46:36;fridge operation;START
2021-07-04 01:46:36;REFRIGERATOR;ON
2021-07-04 02:00:18;REFRIGERATOR;OFF
2021-07-04 02:00:18;fridge operation;END
2021-07-04 02:55:48;fridge operation;START
2021-07-04 02:55:48;REFRIGERATOR;ON
2021-07-04 03:09:30;REFRIGERATOR;OFF
2021-07-04 03:09:30;fridge operation;END
2021-07-04 03:32:20;fridge operation;START
2021-07-04 03:32:20;REFRIGERATOR;ON
2021-07-04 03:46:02;REFRIGERATOR;OFF
2021-07-04 03:46:02;fridge operation;END
2021-07-04 04:09:51;fridge operation;START
2021-07-04 04:09:51;REFRIGERATOR;ON
2021-07-04 04:23:33;REFRIGERATOR;OFF
2021-07-04 04:23:33;fridge operation;END
2021-07-04 05:18:29;fridge operation;START
2021-07-04 05:18:29;REFRIGERATOR;ON
2021-07-04 05:32:11;REFRIGERATOR;OFF
2021-07-04 05:32:11;fridge operation;END
2021-07-04 06:23:07;fridge operation;START
2021-07-04 06:23:07;REFRIGERATOR;ON
2021-07-04 06:36:49;REFRIGERATOR;OFF
2021-07-04 06:36:49;fridge operation;END
2021-07-04 07:31:12;fridge operation;START
2021-07-04 07:31:12;REFRIGERATOR;ON
2021-07-04 07:44:54;REFRIGERATOR;OFF
2021-07-04 07:44:54;fridge operation;END
2021-07-04 08:36:54;fridge operation;START
2021-07-04 08:36:54;REFRIGERATOR;ON
2021-07-04 08:50:36;REFRIGERATOR;OFF
2021-07-04 08:50:36;fridge operation;END
2021-07-04 09:02:55;use a personal computer;START
2021-07-04 09:02:55;PC;ON
2021-07-04 09:33:36;fridge operation;START
2021-07-04 09:33:36;REFRIGERATOR;ON
2021-07-04 09:47:18;REFRIGERATOR;OFF
2021-07-04 09:47:18;fridge operation;END
2021-07-04 09:52:22;watching TV;START
2021-07-04 09:52:22;TV;ON
2021-07-04 10:18:14;PC;OFF
2021-07-04 10:18:14;use a personal computer;END
2021-07-04 10:23:07;fridge operation;START
2021-07-04 10:23:07;REFRIGERATOR;ON
2021-07-04 10:36:49;REFRIGERATOR;OFF
2021-07-04 10:36:49;fridge operation;END
2021-07-04 11:11:11;TV;OFF
2021-07-04 11:11:12;TV;ON
2021-07-04 11:13:22;fridge operation;START
2021-07-04 11:13:22;REFRIGERATOR;ON
2021-07-04 11:22:14;vacuuming;START
2021-07-04 11:22:14;VACUUMCLEANER;ON
2021-07-04 11:27:04;REFRIGERATOR;OFF
2021-07-04 11:27:04;fridge operation;END
2021-07-04 11:27:31;TV;OFF
2021-07-04 11:27:31;watching TV;END
2021-07-04 11:34:14;VACUUMCLEANER;OFF
2021-07-04 11:34:14;vacuuming;END
2021-07-04 11:59:42;fridge operation;START
2021-07-04 11:59:42;REFRIGERATOR;ON
2021-07-04 12:13:24;REFRIGERATOR;OFF
2021-07-04 12:13:24;fridge operation;END
2021-07-04 12:44:23;vacuuming;START
2021-07-04 12:44:23;VACUUMCLEANER;ON
2021-07-04 12:46:46;fridge operation;START
2021-07-04 12:46:46;REFRIGERATOR;ON
2021-07-04 12:56:23;VACUUMCLEANER;OFF
2021-07-04 12:56:23;vacuuming;END
2021-07-04 13:00:28;REFRIGERATOR;OFF
2021-07-04 13:00:28;fridge operation;END
2021-07-04 13:51:29;dishwasher operation;START
2021-07-04 13:51:34;DISHWASHER;ON
